Question,Chance1_model1,Prediction1_model1,Chance2_model1,Prediction2_model1,Chance3_model1,Prediction3_model1,Chance1_model2,Prediction1_model2,Chance2_model2,Prediction2_model2,Chance3_model2
"What is one skill or talent that you wish you had, and why do you think it would benefit you?",0.0422058975317118,15-docs-analytics-.md,0.0391322867981004,16-docs-analytics-analytics-dashboard-.md,0.0358334725115191,17-docs-analytics-analytics-dashboard-introduction-to-dashboards-.md,0.7407539933919907,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7379044890403748,15-docs-analytics-.md,0.7279385030269623
What is the best hiking trail you have ever been on?,0.0540291875096942,114-docs-automation-flow-control-optimize-time-.md,0.0319093218309052,389-docs-settings-configuration-time-optimizer-.md,0.030357827830853,333-docs-predictions-predictions-examples-.md,0.71828493475914,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7238550782203674,237-docs-campaign-Webpush-two-step-agreement-form-.md,0.7237454503774643
"Have you ever participated in a team sport? If so, which one?",0.1839726970484428,169-docs-automation-integration-microsoft-teams-.md,0.0893191037250382,170-docs-automation-integration-microsoft-teams-send-message-to-teams-channel-.md,0.0302012723109997,177-docs-automation-integration-slack-send-message-to-slack-channel-.md,0.7218897640705109,169-docs-automation-integration-microsoft-teams-.md,0.6979611366987228,170-docs-automation-integration-microsoft-teams-send-message-to-teams-channel-.md,0.5296090831349525
What is your favorite book or book series?,0.0265572675547725,64-docs-analytics-sankey-charts-creating-sankey-charts-.md,0.0217541300902842,288-docs-assets-events-event-reference-items-.md,0.0174553141660064,4-docs-ai-search-configuring-ai-search-query-rules-.md,0.7560960948467255,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.750466912984848,279-docs-assets-events-adding-event-parameters-.md,0.7378291934728622
Do you prefer coffee or tea in the mornings?,0.0488645065417885,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0398452434219135,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0344384989786455,29-docs-analytics-segmentations-.md,0.7331423163414001,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7251448631286621,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.7222640663385391
What is your dream travel destination and why?,0.024320217565959,163-docs-automation-integration-google-cloud-storage-get-file-from-gcs-.md,0.0181189444831437,164-docs-automation-integration-google-cloud-storage-send-file-to-gcp-.md,0.0143983314139711,156-docs-automation-integration-google-bigquery-upload-data-to-bigquery-.md,0.7176948636770248,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7468228787183762,1-docs-ai-search-configuring-ai-search-.md,0.7236174196004868
Have you ever tried any extreme sports or adventurous activities?,0.0497807744745849,96-docs-automation-introduction-to-automation-.md,0.0340204258208693,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.031790240314434,101-docs-automation-triggers-audience-node-.md,0.7007728964090347,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6963659375905991,390-docs-settings-report-.md,0.5126880993686345
What is your go-to hobby or activity for relaxation?,0.0368023026697529,101-docs-automation-triggers-audience-node-.md,0.0341981547998846,336-docs-crm-crm-profile-.md,0.0311536301712972,277-docs-assets-events-introduction-to-events-.md,0.7306185811758041,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.7294926792383194,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7253876179456711
What is your favorite type of music to listen to?,0.0387913932183329,288-docs-assets-events-event-reference-items-.md,0.0273976631380848,1-docs-ai-search-configuring-ai-search-.md,0.0231346782738734,92-docs-analytics-i_events-parameter-operators-.md,0.743899866938591,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7322298437356949,257-docs-campaign-recommendations-v2-creating-attribute-recommendations-.md,0.7308345586061478
What is the best book you have read recently?,0.1542741452952242,281-docs-assets-events-importing-events-.md,0.0787011057520266,114-docs-automation-flow-control-optimize-time-.md,0.0521062531831151,68-docs-analytics-aggregates-introduction-to-aggregates-.md,0.7975524067878723,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7323135286569595,92-docs-analytics-i_events-parameter-operators-.md,0.7262432426214218
Do you prefer cats or dogs?,0.0589784241957945,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0480923646842232,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0415665386836965,29-docs-analytics-segmentations-.md,0.7262576520442963,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7200331389904022,107-docs-automation-conditions-client-filter-node-.md,0.7177270203828812
Have you ever traveled to a different continent?,0.0241752017500607,37-docs-analytics-trends-introduction-to-trends-.md,0.0214573258889729,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.0193375046905384,314-docs-assets-schema-builder-.md,0.7143247574567795,390-docs-settings-report-.md,0.6942591667175293,75-docs-analytics-geoanalytics-creating-geoanalytics-.md,0.4843803023716404
What is your favorite music genre?,0.0288397507528361,288-docs-assets-events-event-reference-items-.md,0.022508994372827,276-docs-assets-events-.md,0.0118888731161737,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7291533201932907,38-docs-analytics-trends-creating-trends-.md,0.7274596393108368,268-docs-campaign-inserts-.md,0.7242822796106339
"Do you enjoy cooking? If so, what is your signature dish?",0.050948703254967,357-docs-settings-identity-access-management-access-control-single-sign-on-.md,0.0203686771879344,141-docs-automation-integration-azure-blob-storage-get-file-azure-blob-storage-.md,0.0159484513263033,142-docs-automation-integration-azure-blob-storage-send-file-azure-blob-storage-.md,0.7326036244630814,390-docs-settings-report-.md,0.7150943726301193,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5248289938702184
Have you ever met a celebrity in person?,0.08526788714947,265-docs-campaign-personalized-promotions-creating-ai-promotions-.md,0.0832259275924995,263-docs-campaign-personalized-promotions-.md,0.0741277874206142,105-docs-automation-conditions-.md,0.7133770883083344,275-docs-assets-customer-properties-.md,0.6933635324239731,260-docs-campaign-recommendations-v2-previewing-recommendations-.md,0.4871060454595766
Have you ever been mountain climbing?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7012786269187927,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6971254944801331,390-docs-settings-report-.md,0.506201757266056
What is the most interesting book you've read recently?,0.1170306344010296,281-docs-assets-events-importing-events-.md,0.0704847458416649,306-docs-assets-files-explorer-.md,0.0484719218411044,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.8040125072002411,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7251061648130417,390-docs-settings-report-.md,0.5262947773142159
Have you ever taken a spontaneous road trip?,0.0321828977455247,386-docs-settings-configuration-templates-.md,0.027725116730041,390-docs-settings-report-.md,0.0263895714826159,208-docs-campaign-e-mail-email-code-editor-.md,0.688426062464714,113-docs-automation-flow-control-.md,0.6871840059757233,260-docs-campaign-recommendations-v2-previewing-recommendations-.md,0.4846443707307988
What is the best concert or live performance you've ever attended?,0.0508279086232094,114-docs-automation-flow-control-optimize-time-.md,0.0362455625985089,389-docs-settings-configuration-time-optimizer-.md,0.0321067202128263,332-docs-predictions-predicitions-measure-performance-.md,0.7286016494035721,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7178368717432022,209-docs-campaign-e-mail-creating-email-campaigns-.md,0.7171961069107056
Can you play any musical instruments?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7355156391859055,390-docs-settings-report-.md,0.7256661504507065,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5280930221026365
"Have you ever experienced a natural disaster? If so, how did you cope with it?",0.0104280164117966,90-docs-analytics-i_date-filters-.md,0.0074747357595344,83-docs-analytics-expressions-functions-in-expressions-.md,0.0,99-docs-automation-triggers-.md,0.711332842707634,390-docs-settings-report-.md,0.6903284937143326,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.4852653145066796
Do you prefer traveling alone or with a group of friends?,0.0965456860873899,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0751990043749292,106-docs-automation-conditions-abx-split-node-.md,0.0680343167842114,29-docs-analytics-segmentations-.md,0.7199305444955826,326-docs-predictions-predictions-quickstart-propensity-.md,0.7032652646303177,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.6992431730031967
What is the most adventurous activity you have ever tried?,0.0670232557364033,96-docs-automation-introduction-to-automation-.md,0.0458040222178057,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.042801371192082,101-docs-automation-triggers-audience-node-.md,0.7231937944889069,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7472847104072571,101-docs-automation-triggers-audience-node-.md,0.7149427384138107
"Have you ever been part of a volunteering project? If yes, what was your experience like?",0.1486141551170855,315-docs-assets-schema-builder-introduction-to-schema-builder-.md,0.140624337615162,319-docs-assets-schema-builder-schema-relations-.md,0.0719767277062161,371-docs-settings-tool-firebase-.md,0.6945905834436417,390-docs-settings-report-.md,0.6877429187297821,234-docs-campaign-Webpush-.md,0.6875786632299423
What is your favorite sports team and why do you support them?,0.2170545620984814,169-docs-automation-integration-microsoft-teams-.md,0.1053804138173943,170-docs-automation-integration-microsoft-teams-send-message-to-teams-channel-.md,0.0356320478062836,177-docs-automation-integration-slack-send-message-to-slack-channel-.md,0.7319336235523224,137-docs-automation-integration-.md,0.7191265821456909,186-docs-automation-data-transformation-and-imports-creating-data-transformation-.md,0.7066394835710526
What is your most memorable concert or live performance that you have attended?,0.0292848119339416,332-docs-predictions-predicitions-measure-performance-.md,0.0260091937351661,373-docs-settings-tool-magento-integration-multistore-support-.md,0.0223898301148529,367-docs-settings-tool-tracking_codes-.md,0.7300882190465927,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7237239927053452,91-docs-analytics-i_profile-filter-.md,0.533160540714197
Have you ever been skydiving or would you consider it?,0.0336692102177852,92-docs-analytics-i_events-parameter-operators-.md,0.0324170949569139,323-docs-predictions-predictions-introduction-.md,0.0264028184739773,301-docs-assets-imports-introduction-to-imports-.md,0.6790947318077087,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6739262938499451,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.6730204969644547
What is your most memorable vacation experience?,0.0510107621335224,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.0472798888428193,0-docs-ai-search-introduction-to-ai-search-.md,0.0290199721573191,62-docs-analytics-sankey-charts-.md,0.7027611285448074,390-docs-settings-report-.md,0.7388208657503128,101-docs-automation-triggers-audience-node-.md,0.7135241627693176
"Do you prefer to listen to music on vinyl, CDs, or digital platforms?",0.0435034018168891,386-docs-settings-configuration-templates-.md,0.0428328502974902,390-docs-settings-report-.md,0.0387018646616589,365-docs-settings-tool-.md,0.728935495018959,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7242610305547714,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.7105052620172501
Have you ever tried a new hobby or activity that surprised you with how much you enjoyed it?,0.047989920331219,96-docs-automation-introduction-to-automation-.md,0.0326202484452128,101-docs-automation-triggers-audience-node-.md,0.0321933665874377,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.7228336334228516,10-docs-ai-search-previewing-search-engine-results-.md,0.7047467827796936,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.5111680681692663
